X,Y,Depth
421847.0829,4622372.133,175
436598.5288,4647530.197,178
450205.3669,4635094.747,178
450844.7639,4637547.454,180
411303.9431,4621644.5,180
418252.6114,4625231.628,180
445983.3266,4634652.504,182
433602.3151,4628745.603,185
435513.2146,4634369.817,185
441093.8708,4630357.578,185
428294.6482,4644406.825,189
433816.2021,4632905.256,190
431153.7895,4646131.857,190
431571.0023,4639280.042,192
431442.9502,4648355.41,196
430832.9482,4646289.321,200
424250.2929,4644258.918,200
440582.8622,4634017.068,202
423937.7635,4645187.239,205
443208.9958,4630850.073,207
428103.8316,4644390.987,208
445081.0293,4634320.749,209
444125.3338,4635870.439,214
448167.003,4635210.325,217
421691.7989,4644009.052,225
423982.1901,4645001.322,230
428097.5779,4630708.777,233
431848.2126,4634527.176,236
445340.0781,4634546.376,237
443268.3337,4635383.111,260
421306.8774,4642563.085,277
432158.5268,4635384.756,278
420329.5956,4623049.559,280
455969.8524,4638932.895,288
426136.623,4626287.271,290
